"semaine";"annee";"sexe";"classe_age";"nb_patient"
46;2015;2;">75";82239
47;2015;1;"0-11";161
47;2015;1;"12-18";308
47;2015;1;"19-25";1822
47;2015;1;"26-50";34665
47;2015;1;"51-75";71234
47;2015;1;">75";31864
47;2015;2;"0-11";146
47;2015;2;"12-18";419
47;2015;2;"19-25";2507
47;2015;2;"26-50";48159
47;2015;2;"51-75";116512
47;2015;2;">75";81333
47;2015;9;">75";1
48;2015;1;"0-11";176
48;2015;1;"12-18";321
48;2015;1;"19-25";1709
48;2015;1;"26-50";35611
48;2015;1;"51-75";73046
48;2015;1;">75";32389
48;2015;2;"0-11";148
48;2015;2;"12-18";485
48;2015;2;"19-25";2649
48;2015;2;"26-50";49601
48;2015;2;"51-75";118447
48;2015;2;">75";80449
49;2015;1;"0-11";197
49;2015;1;"12-18";327
49;2015;1;"19-25";1804
49;2015;1;"26-50";35015
49;2015;1;"51-75";72077
49;2015;1;">75";31844
49;2015;2;"0-11";143
49;2015;2;"12-18";448
49;2015;2;"19-25";2582
49;2015;2;"26-50";48188
49;2015;2;"51-75";117968
49;2015;2;">75";80170
49;2015;9;">75";3
50;2015;1;"0-11";166
50;2015;1;"12-18";335
50;2015;1;"19-25";1740
50;2015;1;"26-50";35316
50;2015;1;"51-75";73795
50;2015;1;">75";32494
50;2015;2;"0-11";165
50;2015;2;"12-18";437
50;2015;2;"19-25";2406
50;2015;2;"26-50";49018
50;2015;2;"51-75";123171
50;2015;2;">75";82568
51;2015;1;"0-11";179
51;2015;1;"12-18";308
51;2015;1;"19-25";1857
51;2015;1;"26-50";37393
51;2015;1;"51-75";80493
51;2015;1;">75";36043
51;2015;2;"0-11";135
51;2015;2;"12-18";472
51;2015;2;"19-25";2553
51;2015;2;"26-50";51028
51;2015;2;"51-75";131435
51;2015;2;">75";89523
52;2015;1;"0-11";102
52;2015;1;"12-18";196
52;2015;1;"19-25";1188
52;2015;1;"26-50";24772
52;2015;1;"51-75";51113
52;2015;1;">75";22959
52;2015;2;"0-11";92
52;2015;2;"12-18";280
52;2015;2;"19-25";1612
52;2015;2;"26-50";33377
52;2015;2;"51-75";79171
52;2015;2;">75";55240
52;2015;9;">75";1
53;2015;1;"0-11";17
53;2015;1;"12-18";35
53;2015;1;"19-25";213
53;2015;1;"26-50";4319
53;2015;1;"51-75";8711
53;2015;1;">75";3969
53;2015;2;"0-11";18
53;2015;2;"12-18";46
53;2015;2;"19-25";265
53;2015;2;"26-50";5729
53;2015;2;"51-75";13315
53;2015;2;">75";9822
1;2016;1;"0-11";121
1;2016;1;"12-18";194
1;2016;1;"19-25";1336
1;2016;1;"26-50";29881
1;2016;1;"51-75";65287
1;2016;1;">75";30663
1;2016;2;"0-11";93
1;2016;2;"12-18";286
1;2016;2;"19-25";1993
1;2016;2;"26-50";40631
1;2016;2;"51-75";102569
1;2016;2;">75";73761
1;2016;9;">75";1
2;2016;1;"0-11";173
2;2016;1;"12-18";279
2;2016;1;"19-25";1635
2;2016;1;"26-50";35629
2;2016;1;"51-75";78800
2;2016;1;">75";37186
2;2016;2;"0-11";128
2;2016;2;"12-18";376
2;2016;2;"19-25";2405
2;2016;2;"26-50";49513
2;2016;2;"51-75";129426
2;2016;2;">75";93441
2;2016;9;">75";1
3;2016;1;"0-11";142
3;2016;1;"12-18";224
3;2016;1;"19-25";1573
3;2016;1;"26-50";34094
3;2016;1;"51-75";72509
3;2016;1;">75";34295
3;2016;2;"0-11";116
3;2016;2;"12-18";327
3;2016;2;"19-25";2274
3;2016;2;"26-50";46427
3;2016;2;"51-75";119390
3;2016;2;">75";85023
3;2016;9;">75";7
4;2016;1;"0-11";175
4;2016;1;"12-18";231
4;2016;1;"19-25";1520
4;2016;1;"26-50";31914
4;2016;1;"51-75";68592
4;2016;1;">75";32367
4;2016;2;"0-11";112
4;2016;2;"12-18";316
4;2016;2;"19-25";2159
4;2016;2;"26-50";44422
4;2016;2;"51-75";111441
4;2016;2;">75";77144
4;2016;9;">75";2
5;2016;1;"0-11";187
5;2016;1;"12-18";232
5;2016;1;"19-25";1534
5;2016;1;"26-50";34003
5;2016;1;"51-75";72391
5;2016;1;">75";32588
5;2016;2;"0-11";140
5;2016;2;"12-18";315
5;2016;2;"19-25";2292
5;2016;2;"26-50";46627
5;2016;2;"51-75";116315
5;2016;2;">75";80964
5;2016;9;">75";1
6;2016;1;"0-11";188
6;2016;1;"12-18";239
6;2016;1;"19-25";1517
6;2016;1;"26-50";33123
6;2016;1;"51-75";71640
6;2016;1;">75";33522
6;2016;2;"0-11";158
6;2016;2;"12-18";318
6;2016;2;"19-25";2219
6;2016;2;"26-50";45241
6;2016;2;"51-75";116591
6;2016;2;">75";82660
6;2016;9;">75";4
7;2016;1;"0-11";178
7;2016;1;"12-18";217
7;2016;1;"19-25";1435
7;2016;1;"26-50";31908
7;2016;1;"51-75";68242
7;2016;1;">75";32025
7;2016;2;"0-11";165
7;2016;2;"12-18";284
7;2016;2;"19-25";2084
7;2016;2;"26-50";43182
7;2016;2;"51-75";110689
7;2016;2;">75";79433
7;2016;9;">75";5
8;2016;1;"0-11";198
8;2016;1;"12-18";219
8;2016;1;"19-25";1473
8;2016;1;"26-50";31784
8;2016;1;"51-75";67705
8;2016;1;">75";32098
8;2016;2;"0-11";190
8;2016;2;"12-18";315
8;2016;2;"19-25";2147
8;2016;2;"26-50";43418
8;2016;2;"51-75";109865
8;2016;2;">75";77864
8;2016;9;">75";7
9;2016;1;"0-11";210
9;2016;1;"12-18";252
9;2016;1;"19-25";1534
9;2016;1;"26-50";33719
9;2016;1;"51-75";72984
9;2016;1;">75";33665
9;2016;2;"0-11";170
9;2016;2;"12-18";364
9;2016;2;"19-25";2258
9;2016;2;"26-50";45950
9;2016;2;"51-75";117071
9;2016;2;">75";81833
9;2016;9;">75";11
10;2016;1;"0-11";263
10;2016;1;"12-18";265
10;2016;1;"19-25";1545
10;2016;1;"26-50";33424
10;2016;1;"51-75";73280
10;2016;1;">75";33892
10;2016;2;"0-11";176
10;2016;2;"12-18";315
10;2016;2;"19-25";2218
10;2016;2;"26-50";46131
10;2016;2;"51-75";118333
10;2016;2;">75";84123
10;2016;9;">75";33
11;2016;1;"0-11";227
11;2016;1;"12-18";243
11;2016;1;"19-25";1456
11;2016;1;"26-50";32574
11;2016;1;"51-75";69769
11;2016;1;">75";32761
11;2016;2;"0-11";189
11;2016;2;"12-18";357
11;2016;2;"19-25";2185
11;2016;2;"26-50";45216
11;2016;2;"51-75";115073
11;2016;2;">75";82063
11;2016;9;">75";156
12;2016;1;"0-11";239
12;2016;1;"12-18";241
12;2016;1;"19-25";1574
12;2016;1;"26-50";32639
12;2016;1;"51-75";70558
12;2016;1;">75";32886
12;2016;2;"0-11";190
12;2016;2;"12-18";353
12;2016;2;"19-25";2264
12;2016;2;"26-50";44524
12;2016;2;"51-75";115087
12;2016;2;">75";81719
12;2016;9;">75";175
13;2016;1;"0-11";213
13;2016;1;"12-18";225
13;2016;1;"19-25";1401
13;2016;1;"26-50";29246
13;2016;1;"51-75";62286
13;2016;1;">75";27995
13;2016;2;"0-11";169
13;2016;2;"12-18";298
13;2016;2;"19-25";1938
13;2016;2;"26-50";39599
13;2016;2;"51-75";98010
13;2016;2;">75";66887
13;2016;9;">75";31
14;2016;1;"0-11";225
14;2016;1;"12-18";250
14;2016;1;"19-25";1625
14;2016;1;"26-50";34474
14;2016;1;"51-75";76194
14;2016;1;">75";35279
14;2016;2;"0-11";149
14;2016;2;"12-18";361
14;2016;2;"19-25";2383
14;2016;2;"26-50";47188
14;2016;2;"51-75";122960
14;2016;2;">75";87482
15;2016;1;"0-11";201
15;2016;1;"12-18";216
15;2016;1;"19-25";1486
15;2016;1;"26-50";31521
15;2016;1;"51-75";68895
15;2016;1;">75";32212
15;2016;2;"0-11";179
15;2016;2;"12-18";277
15;2016;2;"19-25";2057
15;2016;2;"26-50";42990
15;2016;2;"51-75";112375
15;2016;2;">75";80253
16;2016;1;"0-11";188
16;2016;1;"12-18";229
16;2016;1;"19-25";1470
16;2016;1;"26-50";31064
16;2016;1;"51-75";66872
16;2016;1;">75";31318
16;2016;2;"0-11";153
16;2016;2;"12-18";331
16;2016;2;"19-25";2082
16;2016;2;"26-50";42748
16;2016;2;"51-75";109785
16;2016;2;">75";77977
17;2016;1;"0-11";182
17;2016;1;"12-18";233
17;2016;1;"19-25";1509
17;2016;1;"26-50";31809
17;2016;1;"51-75";69118
17;2016;1;">75";32231
17;2016;2;"0-11";156
17;2016;2;"12-18";312
17;2016;2;"19-25";2194
17;2016;2;"26-50";43654
17;2016;2;"51-75";112474
17;2016;2;">75";78741
18;2016;1;"0-11";160
18;2016;1;"12-18";204
18;2016;1;"19-25";1291
18;2016;1;"26-50";29849
18;2016;1;"51-75";65030
18;2016;1;">75";29623
18;2016;2;"0-11";131
18;2016;2;"12-18";301
18;2016;2;"19-25";1830
18;2016;2;"26-50";40876
18;2016;2;"51-75";104783
18;2016;2;">75";73156
19;2016;1;"0-11";201
19;2016;1;"12-18";257
19;2016;1;"19-25";1528
19;2016;1;"26-50";32425
19;2016;1;"51-75";71857
19;2016;1;">75";34249
19;2016;2;"0-11";159
19;2016;2;"12-18";319
19;2016;2;"19-25";2038
19;2016;2;"26-50";43800
19;2016;2;"51-75";117823
19;2016;2;">75";84781
20;2016;1;"0-11";169
20;2016;1;"12-18";211
20;2016;1;"19-25";1332
20;2016;1;"26-50";29102
20;2016;1;"51-75";62174
20;2016;1;">75";29272
20;2016;2;"0-11";136
20;2016;2;"12-18";332
20;2016;2;"19-25";1905
20;2016;2;"26-50";39699
20;2016;2;"51-75";102553
20;2016;2;">75";72397
21;2016;1;"0-11";196
21;2016;1;"12-18";247
21;2016;1;"19-25";1551
21;2016;1;"26-50";32782
21;2016;1;"51-75";71961
21;2016;1;">75";33329
21;2016;2;"0-11";155
21;2016;2;"12-18";346
21;2016;2;"19-25";2224
21;2016;2;"26-50";45359
21;2016;2;"51-75";117695
21;2016;2;">75";83679
22;2016;1;"0-11";218
22;2016;1;"12-18";244
22;2016;1;"19-25";1504
22;2016;1;"26-50";33150
22;2016;1;"51-75";71426
22;2016;1;">75";32243
22;2016;2;"0-11";170
22;2016;2;"12-18";341
22;2016;2;"19-25";2131
22;2016;2;"26-50";45281
22;2016;2;"51-75";115000
22;2016;2;">75";78865
23;2016;1;"0-11";211
23;2016;1;"12-18";249
23;2016;1;"19-25";1454
23;2016;1;"26-50";31300
23;2016;1;"51-75";68500
23;2016;1;">75";31411
23;2016;2;"0-11";190
23;2016;2;"12-18";315
23;2016;2;"19-25";2051
23;2016;2;"26-50";43136
23;2016;2;"51-75";112423
23;2016;2;">75";79791
24;2016;1;"0-11";201
24;2016;1;"12-18";241
24;2016;1;"19-25";1523
24;2016;1;"26-50";31386
24;2016;1;"51-75";67958
24;2016;1;">75";31385
24;2016;2;"0-11";190
24;2016;2;"12-18";345
24;2016;2;"19-25";2036
24;2016;2;"26-50";43450
24;2016;2;"51-75";112250
24;2016;2;">75";78450
25;2016;1;"0-11";231
25;2016;1;"12-18";217
25;2016;1;"19-25";1499
25;2016;1;"26-50";31236
25;2016;1;"51-75";67234
25;2016;1;">75";31093
25;2016;2;"0-11";169
25;2016;2;"12-18";255
25;2016;2;"19-25";2077
25;2016;2;"26-50";42759
25;2016;2;"51-75";110300
25;2016;2;">75";77369
26;2016;1;"0-11";262
26;2016;1;"12-18";250
26;2016;1;"19-25";1467
26;2016;1;"26-50";32645
26;2016;1;"51-75";70791
26;2016;1;">75";32062
26;2016;2;"0-11";214
26;2016;2;"12-18";327
26;2016;2;"19-25";1994
26;2016;2;"26-50";44900
26;2016;2;"51-75";116482
26;2016;2;">75";80047
27;2016;1;"0-11";272
27;2016;1;"12-18";270
27;2016;1;"19-25";1462
27;2016;1;"26-50";31823
27;2016;1;"51-75";71470
27;2016;1;">75";32516
27;2016;2;"0-11";204
27;2016;2;"12-18";325
27;2016;2;"19-25";1996
27;2016;2;"26-50";43839
27;2016;2;"51-75";117660
27;2016;2;">75";82491
28;2016;1;"0-11";211
28;2016;1;"12-18";204
28;2016;1;"19-25";1231
28;2016;1;"26-50";27269
28;2016;1;"51-75";60206
28;2016;1;">75";27410
28;2016;2;"0-11";193
28;2016;2;"12-18";276
28;2016;2;"19-25";1627
28;2016;2;"26-50";37413
28;2016;2;"51-75";100634
28;2016;2;">75";69688
29;2016;1;"0-11";223
29;2016;1;"12-18";229
29;2016;1;"19-25";1414
29;2016;1;"26-50";29957
29;2016;1;"51-75";65961
29;2016;1;">75";31580
29;2016;2;"0-11";162
29;2016;2;"12-18";258
29;2016;2;"19-25";1862
29;2016;2;"26-50";40572
29;2016;2;"51-75";108200
29;2016;2;">75";77658
30;2016;1;"0-11";206
30;2016;1;"12-18";214
30;2016;1;"19-25";1389
30;2016;1;"26-50";30929
30;2016;1;"51-75";68763
30;2016;1;">75";31459
30;2016;2;"0-11";150
30;2016;2;"12-18";258
30;2016;2;"19-25";2083
30;2016;2;"26-50";42243
30;2016;2;"51-75";112334
30;2016;2;">75";79186
31;2016;1;"0-11";166
31;2016;1;"12-18";232
31;2016;1;"19-25";1344
31;2016;1;"26-50";29431
31;2016;1;"51-75";65519
31;2016;1;">75";30295
31;2016;2;"0-11";126
31;2016;2;"12-18";268
31;2016;2;"19-25";1874
31;2016;2;"26-50";40084
31;2016;2;"51-75";106471
31;2016;2;">75";75423
32;2016;1;"0-11";161
32;2016;1;"12-18";156
32;2016;1;"19-25";1213
32;2016;1;"26-50";25973
32;2016;1;"51-75";58199
32;2016;1;">75";27757
32;2016;2;"0-11";119
32;2016;2;"12-18";210
32;2016;2;"19-25";1675
32;2016;2;"26-50";35485
32;2016;2;"51-75";97102
32;2016;2;">75";70116
33;2016;1;"0-11";108
33;2016;1;"12-18";161
33;2016;1;"19-25";1076
33;2016;1;"26-50";22971
33;2016;1;"51-75";50430
33;2016;1;">75";24182
33;2016;2;"0-11";99
33;2016;2;"12-18";187
33;2016;2;"19-25";1491
33;2016;2;"26-50";30694
33;2016;2;"51-75";82777
33;2016;2;">75";60148
34;2016;1;"0-11";201
34;2016;1;"12-18";185
34;2016;1;"19-25";1306
34;2016;1;"26-50";28827
34;2016;1;"51-75";64015
34;2016;1;">75";29892
34;2016;2;"0-11";163
34;2016;2;"12-18";283
34;2016;2;"19-25";1886
34;2016;2;"26-50";38641
34;2016;2;"51-75";103515
34;2016;2;">75";75540
35;2016;1;"0-11";368
35;2016;1;"12-18";293
35;2016;1;"19-25";1466
35;2016;1;"26-50";31869
35;2016;1;"51-75";68835
35;2016;1;">75";31260
35;2016;2;"0-11";325
35;2016;2;"12-18";365
35;2016;2;"19-25";2067
35;2016;2;"26-50";43255
35;2016;2;"51-75";111730
35;2016;2;">75";77853
36;2016;1;"0-11";373
36;2016;1;"12-18";332
36;2016;1;"19-25";1516
36;2016;1;"26-50";32933
36;2016;1;"51-75";70853
36;2016;1;">75";32514
36;2016;2;"0-11";366
36;2016;2;"12-18";411
36;2016;2;"19-25";2127
36;2016;2;"26-50";45517
36;2016;2;"51-75";118591
36;2016;2;">75";81212
37;2016;1;"0-11";383
37;2016;1;"12-18";296
37;2016;1;"19-25";1430
37;2016;1;"26-50";31152
37;2016;1;"51-75";65960
37;2016;1;">75";30172
37;2016;2;"0-11";311
37;2016;2;"12-18";406
37;2016;2;"19-25";2097
37;2016;2;"26-50";43712
37;2016;2;"51-75";112145
37;2016;2;">75";76278
38;2016;1;"0-11";376
38;2016;1;"12-18";359
38;2016;1;"19-25";1508
38;2016;1;"26-50";32404
38;2016;1;"51-75";69071
38;2016;1;">75";31207
38;2016;2;"0-11";290
38;2016;2;"12-18";426
38;2016;2;"19-25";2192
38;2016;2;"26-50";45256
38;2016;2;"51-75";113415
38;2016;2;">75";78552
39;2016;1;"0-11";323
39;2016;1;"12-18";340
39;2016;1;"19-25";1570
39;2016;1;"26-50";32874
39;2016;1;"51-75";69357
39;2016;1;">75";31294
39;2016;2;"0-11";303
39;2016;2;"12-18";388
39;2016;2;"19-25";2229
39;2016;2;"26-50";45727
39;2016;2;"51-75";114384
39;2016;2;">75";78316
40;2016;1;"0-11";322
40;2016;1;"12-18";290
40;2016;1;"19-25";1584
40;2016;1;"26-50";33456
40;2016;1;"51-75";73036
40;2016;1;">75";31990
40;2016;2;"0-11";239
40;2016;2;"12-18";393
40;2016;2;"19-25";2148
40;2016;2;"26-50";46656
40;2016;2;"51-75";118478
40;2016;2;">75";79506
41;2016;1;"0-11";290
41;2016;1;"12-18";319
41;2016;1;"19-25";1477
41;2016;1;"26-50";32167
41;2016;1;"51-75";69761
41;2016;1;">75";30694
41;2016;2;"0-11";237
41;2016;2;"12-18";370
41;2016;2;"19-25";2199
41;2016;2;"26-50";43750
41;2016;2;"51-75";114164
41;2016;2;">75";76371
42;2016;1;"0-11";273
42;2016;1;"12-18";301
42;2016;1;"19-25";1538
42;2016;1;"26-50";32942
42;2016;1;"51-75";70396
42;2016;1;">75";31161
42;2016;2;"0-11";215
42;2016;2;"12-18";338
42;2016;2;"19-25";2163
42;2016;2;"26-50";44632
42;2016;2;"51-75";115385
42;2016;2;">75";79105
43;2016;1;"0-11";216
43;2016;1;"12-18";258
43;2016;1;"19-25";1543
43;2016;1;"26-50";31405
43;2016;1;"51-75";68155
43;2016;1;">75";30843
43;2016;2;"0-11";156
43;2016;2;"12-18";321
43;2016;2;"19-25";2090
43;2016;2;"26-50";42596
43;2016;2;"51-75";109583
43;2016;2;">75";76838
44;2016;1;"0-11";201
44;2016;1;"12-18";196
44;2016;1;"19-25";1237
44;2016;1;"26-50";27686
44;2016;1;"51-75";58805
44;2016;1;">75";26045
44;2016;2;"0-11";171
44;2016;2;"12-18";297
44;2016;2;"19-25";1716
44;2016;2;"26-50";36754
44;2016;2;"51-75";93284
44;2016;2;">75";62301
45;2016;1;"0-11";229
45;2016;1;"12-18";332
45;2016;1;"19-25";1645
45;2016;1;"26-50";36270
45;2016;1;"51-75";79668
45;2016;1;">75";35402
45;2016;2;"0-11";169
45;2016;2;"12-18";444
45;2016;2;"19-25";2375
45;2016;2;"26-50";49704
45;2016;2;"51-75";130818
45;2016;2;">75";88902
46;2016;1;"0-11";209
46;2016;1;"12-18";297
46;2016;1;"19-25";1458
46;2016;1;"26-50";28808
46;2016;1;"51-75";61271
46;2016;1;">75";27813
46;2016;2;"0-11";151
46;2016;2;"12-18";334
46;2016;2;"19-25";2022
46;2016;2;"26-50";39789
46;2016;2;"51-75";101451
46;2016;2;">75";68897
47;2016;1;"0-11";262
47;2016;1;"12-18";358
47;2016;1;"19-25";1762
47;2016;1;"26-50";34097
47;2016;1;"51-75";71118
47;2016;1;">75";31133
47;2016;2;"0-11";191
47;2016;2;"12-18";453
47;2016;2;"19-25";2437
47;2016;2;"26-50";47031
47;2016;2;"51-75";115915
47;2016;2;">75";79085
48;2016;1;"0-11";248
48;2016;1;"12-18";335
48;2016;1;"19-25";1719
48;2016;1;"26-50";33810
48;2016;1;"51-75";70101
48;2016;1;">75";30559
48;2016;2;"0-11";189
48;2016;2;"12-18";454
48;2016;2;"19-25";2501
48;2016;2;"26-50";46092
48;2016;2;"51-75";113450
48;2016;2;">75";75057
49;2016;1;"0-11";223
49;2016;1;"12-18";345
49;2016;1;"19-25";1653
49;2016;1;"26-50";33506
49;2016;1;"51-75";72639
49;2016;1;">75";31914
49;2016;2;"0-11";163
49;2016;2;"12-18";462
49;2016;2;"19-25";2406
49;2016;2;"26-50";46506
49;2016;2;"51-75";118704
49;2016;2;">75";78846
50;2016;1;"0-11";226
50;2016;1;"12-18";295
50;2016;1;"19-25";1661
50;2016;1;"26-50";33808
50;2016;1;"51-75";73409
50;2016;1;">75";32386
50;2016;2;"0-11";209
50;2016;2;"12-18";440
50;2016;2;"19-25";2371
50;2016;2;"26-50";46526
50;2016;2;"51-75";121978
50;2016;2;">75";81693
51;2016;1;"0-11";230
51;2016;1;"12-18";279
51;2016;1;"19-25";1699
51;2016;1;"26-50";34277
51;2016;1;"51-75";76301
51;2016;1;">75";33356
51;2016;2;"0-11";191
51;2016;2;"12-18";394
51;2016;2;"19-25";2197
51;2016;2;"26-50";46696
51;2016;2;"51-75";123880
51;2016;2;">75";81838
52;2016;1;"0-11";184
52;2016;1;"12-18";230
52;2016;1;"19-25";1280
52;2016;1;"26-50";26246
52;2016;1;"51-75";55055
52;2016;1;">75";24223
52;2016;2;"0-11";150
52;2016;2;"12-18";285
52;2016;2;"19-25";1836
52;2016;2;"26-50";34379
52;2016;2;"51-75";84564
52;2016;2;">75";57656
53;2016;1;"0-11";60
53;2016;1;"12-18";65
53;2016;1;"19-25";331
53;2016;1;"26-50";6753
53;2016;1;"51-75";13817
53;2016;1;">75";5914
53;2016;2;"0-11";49
53;2016;2;"12-18";75
53;2016;2;"19-25";470
53;2016;2;"26-50";9050
53;2016;2;"51-75";22042
53;2016;2;">75";14193
1;2017;1;"0-11";201
1;2017;1;"12-18";226
1;2017;1;"19-25";1510
1;2017;1;"26-50";32338
1;2017;1;"51-75";72391
1;2017;1;">75";32802
1;2017;2;"0-11";167
1;2017;2;"12-18";332
1;2017;2;"19-25";2038
1;2017;2;"26-50";43546
1;2017;2;"51-75";113829
1;2017;2;">75";78987
2;2017;1;"0-11";240
2;2017;1;"12-18";269
2;2017;1;"19-25";1599
2;2017;1;"26-50";32904
2;2017;1;"51-75";74796
2;2017;1;">75";34966
2;2017;2;"0-11";193
2;2017;2;"12-18";319
2;2017;2;"19-25";2145
2;2017;2;"26-50";44389
2;2017;2;"51-75";123218
2;2017;2;">75";86530
3;2017;1;"0-11";260
3;2017;1;"12-18";254
3;2017;1;"19-25";1407
3;2017;1;"26-50";30975
3;2017;1;"51-75";70141
3;2017;1;">75";32352
3;2017;2;"0-11";203
3;2017;2;"12-18";293
3;2017;2;"19-25";2062
3;2017;2;"26-50";42638
3;2017;2;"51-75";113288
3;2017;2;">75";78623
4;2017;1;"0-11";217
4;2017;1;"12-18";237
4;2017;1;"19-25";1442
4;2017;1;"26-50";29905
4;2017;1;"51-75";66145
4;2017;1;">75";30469
4;2017;2;"0-11";217
4;2017;2;"12-18";306
4;2017;2;"19-25";2017
4;2017;2;"26-50";41107
4;2017;2;"51-75";107231
4;2017;2;">75";73489
5;2017;1;"0-11";249
5;2017;1;"12-18";235
5;2017;1;"19-25";1424
5;2017;1;"26-50";32308
5;2017;1;"51-75";70659
5;2017;1;">75";31747
5;2017;2;"0-11";204
5;2017;2;"12-18";330
5;2017;2;"19-25";2103
5;2017;2;"26-50";43617
5;2017;2;"51-75";114063
5;2017;2;">75";77271
6;2017;1;"0-11";221
6;2017;1;"12-18";226
6;2017;1;"19-25";1489
6;2017;1;"26-50";31376
6;2017;1;"51-75";71355
6;2017;1;">75";32641
6;2017;2;"0-11";191
6;2017;2;"12-18";302
6;2017;2;"19-25";2091
6;2017;2;"26-50";42734
6;2017;2;"51-75";116147
6;2017;2;">75";81352
7;2017;1;"0-11";201
7;2017;1;"12-18";211
7;2017;1;"19-25";1412
7;2017;1;"26-50";29848
7;2017;1;"51-75";66560
7;2017;1;">75";30661
7;2017;2;"0-11";178
7;2017;2;"12-18";260
7;2017;2;"19-25";1937
7;2017;2;"26-50";39570
7;2017;2;"51-75";107460
7;2017;2;">75";75757
8;2017;1;"0-11";202
8;2017;1;"12-18";182
8;2017;1;"19-25";1346
8;2017;1;"26-50";28899
8;2017;1;"51-75";65238
8;2017;1;">75";30089
8;2017;2;"0-11";156
8;2017;2;"12-18";296
8;2017;2;"19-25";2011
8;2017;2;"26-50";39379
8;2017;2;"51-75";105086
8;2017;2;">75";73203
9;2017;1;"0-11";219
9;2017;1;"12-18";242
9;2017;1;"19-25";1427
9;2017;1;"26-50";32437
9;2017;1;"51-75";72720
9;2017;1;">75";32894
9;2017;2;"0-11";176
9;2017;2;"12-18";300
9;2017;2;"19-25";2034
9;2017;2;"26-50";44040
9;2017;2;"51-75";116749
9;2017;2;">75";79119
10;2017;1;"0-11";229
10;2017;1;"12-18";233
10;2017;1;"19-25";1455
10;2017;1;"26-50";30997
10;2017;1;"51-75";71642
10;2017;1;">75";32876
10;2017;2;"0-11";175
10;2017;2;"12-18";284
10;2017;2;"19-25";2052
10;2017;2;"26-50";42703
10;2017;2;"51-75";116423
10;2017;2;">75";81170
11;2017;1;"0-11";235
11;2017;1;"12-18";236
11;2017;1;"19-25";1375
11;2017;1;"26-50";30222
11;2017;1;"51-75";68196
11;2017;1;">75";31356
11;2017;2;"0-11";180
11;2017;2;"12-18";324
11;2017;2;"19-25";1942
11;2017;2;"26-50";40920
11;2017;2;"51-75";111640
11;2017;2;">75";77641
12;2017;1;"0-11";218
12;2017;1;"12-18";254
12;2017;1;"19-25";1392
12;2017;1;"26-50";29973
12;2017;1;"51-75";66397
12;2017;1;">75";30352
12;2017;2;"0-11";192
12;2017;2;"12-18";355
12;2017;2;"19-25";1969
12;2017;2;"26-50";40732
12;2017;2;"51-75";108736
12;2017;2;">75";74029
13;2017;1;"0-11";231
13;2017;1;"12-18";250
13;2017;1;"19-25";1409
13;2017;1;"26-50";30741
13;2017;1;"51-75";68670
13;2017;1;">75";30643
13;2017;2;"0-11";160
13;2017;2;"12-18";312
13;2017;2;"19-25";1926
13;2017;2;"26-50";42041
13;2017;2;"51-75";111151
13;2017;2;">75";74823
14;2017;1;"0-11";234
14;2017;1;"12-18";240
14;2017;1;"19-25";1333
14;2017;1;"26-50";30446
14;2017;1;"51-75";71692
14;2017;1;">75";32494
14;2017;2;"0-11";196
14;2017;2;"12-18";290
14;2017;2;"19-25";1857
14;2017;2;"26-50";40888
14;2017;2;"51-75";115503
14;2017;2;">75";80546
15;2017;1;"0-11";205
15;2017;1;"12-18";186
15;2017;1;"19-25";1184
15;2017;1;"26-50";26554
15;2017;1;"51-75";60188
15;2017;1;">75";28253
15;2017;2;"0-11";146
15;2017;2;"12-18";252
15;2017;2;"19-25";1537
15;2017;2;"26-50";34887
15;2017;2;"51-75";97921
15;2017;2;">75";69484
16;2017;1;"0-11";177
16;2017;1;"12-18";148
16;2017;1;"19-25";1028
16;2017;1;"26-50";23566
16;2017;1;"51-75";53105
16;2017;1;">75";24527
16;2017;2;"0-11";141
16;2017;2;"12-18";237
16;2017;2;"19-25";1390
16;2017;2;"26-50";30953
16;2017;2;"51-75";84283
16;2017;2;">75";59628
17;2017;1;"0-11";211
17;2017;1;"12-18";224
17;2017;1;"19-25";1302
17;2017;1;"26-50";30065
17;2017;1;"51-75";68746
17;2017;1;">75";30963
17;2017;2;"0-11";154
17;2017;2;"12-18";305
17;2017;2;"19-25";1753
17;2017;2;"26-50";41143
17;2017;2;"51-75";111722
17;2017;2;">75";76747
18;2017;1;"0-11";204
18;2017;1;"12-18";233
18;2017;1;"19-25";1184
18;2017;1;"26-50";27197
18;2017;1;"51-75";62799
18;2017;1;">75";28695
18;2017;2;"0-11";167
18;2017;2;"12-18";284
18;2017;2;"19-25";1573
18;2017;2;"26-50";36218
18;2017;2;"51-75";101317
18;2017;2;">75";71312
19;2017;1;"0-11";178
19;2017;1;"12-18";201
19;2017;1;"19-25";1109
19;2017;1;"26-50";25682
19;2017;1;"51-75";58907
19;2017;1;">75";27315
19;2017;2;"0-11";131
19;2017;2;"12-18";255
19;2017;2;"19-25";1567
19;2017;2;"26-50";34591
19;2017;2;"51-75";96097
19;2017;2;">75";67963
20;2017;1;"0-11";210
20;2017;1;"12-18";212
20;2017;1;"19-25";1257
20;2017;1;"26-50";28116
20;2017;1;"51-75";63283
20;2017;1;">75";29143
20;2017;2;"0-11";144
20;2017;2;"12-18";331
20;2017;2;"19-25";1779
20;2017;2;"26-50";37723
20;2017;2;"51-75";104614
20;2017;2;">75";72821
