"semaine";"annee";"sexe";"classe_age";"nb_patient"
23;2014;1;"51-75";65786
23;2014;1;">75";31031
23;2014;2;"0-11";30
23;2014;2;"12-18";239
23;2014;2;"19-25";2007
23;2014;2;"26-50";43563
23;2014;2;"51-75";109861
23;2014;2;">75";78131
23;2014;9;">75";213
24;2014;1;"0-11";32
24;2014;1;"12-18";207
24;2014;1;"19-25";1801
24;2014;1;"26-50";37134
24;2014;1;"51-75";77486
24;2014;1;">75";36771
24;2014;2;"0-11";32
24;2014;2;"12-18";277
24;2014;2;"19-25";2389
24;2014;2;"26-50";51770
24;2014;2;"51-75";130657
24;2014;2;">75";93238
24;2014;9;">75";358
25;2014;1;"0-11";29
25;2014;1;"12-18";163
25;2014;1;"19-25";1610
25;2014;1;"26-50";34977
25;2014;1;"51-75";73127
25;2014;1;">75";34019
25;2014;2;"0-11";33
25;2014;2;"12-18";240
25;2014;2;"19-25";2300
25;2014;2;"26-50";49019
25;2014;2;"51-75";122533
25;2014;2;">75";86565
25;2014;9;">75";1007
26;2014;1;"0-11";34
26;2014;1;"12-18";167
26;2014;1;"19-25";1633
26;2014;1;"26-50";35637
26;2014;1;"51-75";74212
26;2014;1;">75";34255
26;2014;2;"0-11";26
26;2014;2;"12-18";248
26;2014;2;"19-25";2274
26;2014;2;"26-50";49618
26;2014;2;"51-75";123398
26;2014;2;">75";86333
26;2014;9;">75";1549
27;2014;1;"0-11";49
27;2014;1;"12-18";167
27;2014;1;"19-25";1678
27;2014;1;"26-50";35614
27;2014;1;"51-75";75742
27;2014;1;">75";35098
27;2014;2;"0-11";36
27;2014;2;"12-18";270
27;2014;2;"19-25";2279
27;2014;2;"26-50";49589
27;2014;2;"51-75";125785
27;2014;2;">75";88886
27;2014;9;">75";1518
28;2014;1;"0-11";26
28;2014;1;"12-18";156
28;2014;1;"19-25";1371
28;2014;1;"26-50";30213
28;2014;1;"51-75";63388
28;2014;1;">75";29369
28;2014;2;"0-11";21
28;2014;2;"12-18";192
28;2014;2;"19-25";1852
28;2014;2;"26-50";42328
28;2014;2;"51-75";106720
28;2014;2;">75";74912
28;2014;9;">75";1356
29;2014;1;"0-11";30
29;2014;1;"12-18";154
29;2014;1;"19-25";1701
29;2014;1;"26-50";35592
29;2014;1;"51-75";73522
29;2014;1;">75";34490
29;2014;2;"0-11";32
29;2014;2;"12-18";224
29;2014;2;"19-25";2330
29;2014;2;"26-50";48922
29;2014;2;"51-75";121848
29;2014;2;">75";86966
29;2014;9;">75";1792
30;2014;1;"0-11";24
30;2014;1;"12-18";152
30;2014;1;"19-25";1653
30;2014;1;"26-50";34332
30;2014;1;"51-75";71181
30;2014;1;">75";33402
30;2014;2;"0-11";27
30;2014;2;"12-18";255
30;2014;2;"19-25";2119
30;2014;2;"26-50";47096
30;2014;2;"51-75";116878
30;2014;2;">75";83647
30;2014;9;">75";1476
31;2014;1;"0-11";23
31;2014;1;"12-18";168
31;2014;1;"19-25";1588
31;2014;1;"26-50";33150
31;2014;1;"51-75";69596
31;2014;1;">75";32168
31;2014;2;"0-11";28
31;2014;2;"12-18";230
31;2014;2;"19-25";2184
31;2014;2;"26-50";46590
31;2014;2;"51-75";115867
31;2014;2;">75";81291
31;2014;9;">75";131
32;2014;1;"0-11";19
32;2014;1;"12-18";115
32;2014;1;"19-25";1388
32;2014;1;"26-50";29226
32;2014;1;"51-75";62457
32;2014;1;">75";30842
32;2014;2;"0-11";15
32;2014;2;"12-18";174
32;2014;2;"19-25";1892
32;2014;2;"26-50";40429
32;2014;2;"51-75";105007
32;2014;2;">75";78415
32;2014;9;">75";5
33;2014;1;"0-11";23
33;2014;1;"12-18";92
33;2014;1;"19-25";1263
33;2014;1;"26-50";26495
33;2014;1;"51-75";54835
33;2014;1;">75";26947
33;2014;2;"0-11";22
33;2014;2;"12-18";163
33;2014;2;"19-25";1689
33;2014;2;"26-50";35443
33;2014;2;"51-75";90442
33;2014;2;">75";66468
33;2014;9;">75";7
34;2014;1;"0-11";40
34;2014;1;"12-18";143
34;2014;1;"19-25";1499
34;2014;1;"26-50";32350
34;2014;1;"51-75";67446
34;2014;1;">75";32718
34;2014;2;"0-11";19
34;2014;2;"12-18";232
34;2014;2;"19-25";2149
34;2014;2;"26-50";43847
34;2014;2;"51-75";111273
34;2014;2;">75";82071
34;2014;9;">75";10
35;2014;1;"0-11";55
35;2014;1;"12-18";193
35;2014;1;"19-25";1733
35;2014;1;"26-50";36246
35;2014;1;"51-75";74349
35;2014;1;">75";34181
35;2014;2;"0-11";50
35;2014;2;"12-18";291
35;2014;2;"19-25";2328
35;2014;2;"26-50";50462
35;2014;2;"51-75";122349
35;2014;2;">75";85551
35;2014;9;">75";28
36;2014;1;"0-11";51
36;2014;1;"12-18";206
36;2014;1;"19-25";1711
36;2014;1;"26-50";37164
36;2014;1;"51-75";75773
36;2014;1;">75";34842
36;2014;2;"0-11";46
36;2014;2;"12-18";289
36;2014;2;"19-25";2430
36;2014;2;"26-50";52216
36;2014;2;"51-75";128553
36;2014;2;">75";89041
36;2014;9;">75";85
37;2014;1;"0-11";55
37;2014;1;"12-18";206
37;2014;1;"19-25";1674
37;2014;1;"26-50";35414
37;2014;1;"51-75";70026
37;2014;1;">75";31810
37;2014;2;"0-11";42
37;2014;2;"12-18";289
37;2014;2;"19-25";2295
37;2014;2;"26-50";49901
37;2014;2;"51-75";118434
37;2014;2;">75";81668
37;2014;9;">75";176
38;2014;1;"0-11";35
38;2014;1;"12-18";206
38;2014;1;"19-25";1623
38;2014;1;"26-50";36106
38;2014;1;"51-75";70803
38;2014;1;">75";32940
38;2014;2;"0-11";35
38;2014;2;"12-18";335
38;2014;2;"19-25";2396
38;2014;2;"26-50";49917
38;2014;2;"51-75";118890
38;2014;2;">75";82737
38;2014;9;">75";206
39;2014;1;"0-11";26
39;2014;1;"12-18";168
39;2014;1;"19-25";1450
39;2014;1;"26-50";31150
39;2014;1;"51-75";61848
39;2014;1;">75";28383
39;2014;2;"0-11";28
39;2014;2;"12-18";264
39;2014;2;"19-25";2103
39;2014;2;"26-50";44036
39;2014;2;"51-75";102313
39;2014;2;">75";71618
39;2014;9;">75";88
40;2014;1;"0-11";39
40;2014;1;"12-18";246
40;2014;1;"19-25";1897
40;2014;1;"26-50";41840
40;2014;1;"51-75";86093
40;2014;1;">75";38629
40;2014;2;"0-11";27
40;2014;2;"12-18";351
40;2014;2;"19-25";2743
40;2014;2;"26-50";57718
40;2014;2;"51-75";141241
40;2014;2;">75";96702
40;2014;9;">75";7
41;2014;1;"0-11";23
41;2014;1;"12-18";231
41;2014;1;"19-25";1699
41;2014;1;"26-50";35851
41;2014;1;"51-75";72335
41;2014;1;">75";32097
41;2014;2;"0-11";26
41;2014;2;"12-18";326
41;2014;2;"19-25";2416
41;2014;2;"26-50";50270
41;2014;2;"51-75";120315
41;2014;2;">75";82475
41;2014;9;">75";7
42;2014;1;"0-11";30
42;2014;1;"12-18";200
42;2014;1;"19-25";1733
42;2014;1;"26-50";36289
42;2014;1;"51-75";72235
42;2014;1;">75";32875
42;2014;2;"0-11";18
42;2014;2;"12-18";299
42;2014;2;"19-25";2490
42;2014;2;"26-50";49415
42;2014;2;"51-75";119190
42;2014;2;">75";83367
42;2014;9;">75";12
43;2014;1;"0-11";24
43;2014;1;"12-18";186
43;2014;1;"19-25";1676
43;2014;1;"26-50";34272
43;2014;1;"51-75";69960
43;2014;1;">75";32454
43;2014;2;"0-11";25
43;2014;2;"12-18";271
43;2014;2;"19-25";2335
43;2014;2;"26-50";47065
43;2014;2;"51-75";113680
43;2014;2;">75";81338
43;2014;9;">75";13
44;2014;1;"0-11";25
44;2014;1;"12-18";189
44;2014;1;"19-25";1638
44;2014;1;"26-50";34750
44;2014;1;"51-75";69852
44;2014;1;">75";31241
44;2014;2;"0-11";14
44;2014;2;"12-18";268
44;2014;2;"19-25";2235
44;2014;2;"26-50";47096
44;2014;2;"51-75";112090
44;2014;2;">75";77289
44;2014;9;">75";17
45;2014;1;"0-11";17
45;2014;1;"12-18";216
45;2014;1;"19-25";1504
45;2014;1;"26-50";30646
45;2014;1;"51-75";63027
45;2014;1;">75";28567
45;2014;2;"0-11";23
45;2014;2;"12-18";337
45;2014;2;"19-25";2127
45;2014;2;"26-50";43424
45;2014;2;"51-75";105559
45;2014;2;">75";73183
45;2014;9;">75";41
46;2014;1;"0-11";25
46;2014;1;"12-18";260
46;2014;1;"19-25";1951
46;2014;1;"26-50";39651
46;2014;1;"51-75";79019
46;2014;1;">75";35772
46;2014;2;"0-11";23
46;2014;2;"12-18";436
46;2014;2;"19-25";2835
46;2014;2;"26-50";54407
46;2014;2;"51-75";129652
46;2014;2;">75";90835
46;2014;9;">75";56
47;2014;1;"0-11";38
47;2014;1;"12-18";240
47;2014;1;"19-25";1882
47;2014;1;"26-50";37226
47;2014;1;"51-75";73261
47;2014;1;">75";33471
47;2014;2;"0-11";27
47;2014;2;"12-18";440
47;2014;2;"19-25";2801
47;2014;2;"26-50";51815
47;2014;2;"51-75";122100
47;2014;2;">75";84671
47;2014;9;">75";56
48;2014;1;"0-11";114
48;2014;1;"12-18";329
48;2014;1;"19-25";1956
48;2014;1;"26-50";37860
48;2014;1;"51-75";74771
48;2014;1;">75";32969
48;2014;2;"0-11";121
48;2014;2;"12-18";459
48;2014;2;"19-25";2728
48;2014;2;"26-50";52432
48;2014;2;"51-75";121866
48;2014;2;">75";82789
48;2014;9;">75";57
49;2014;1;"0-11";219
49;2014;1;"12-18";321
49;2014;1;"19-25";1901
49;2014;1;"26-50";36850
49;2014;1;"51-75";74328
49;2014;1;">75";33330
49;2014;2;"0-11";186
49;2014;2;"12-18";477
49;2014;2;"19-25";2710
49;2014;2;"26-50";50466
49;2014;2;"51-75";122446
49;2014;2;">75";83688
49;2014;9;">75";112
50;2014;1;"0-11";210
50;2014;1;"12-18";335
50;2014;1;"19-25";1917
50;2014;1;"26-50";37692
50;2014;1;"51-75";76397
50;2014;1;">75";34411
50;2014;2;"0-11";194
50;2014;2;"12-18";458
50;2014;2;"19-25";2820
50;2014;2;"26-50";52232
50;2014;2;"51-75";128016
50;2014;2;">75";86914
50;2014;9;">75";263
51;2014;1;"0-11";238
51;2014;1;"12-18";340
51;2014;1;"19-25";1939
51;2014;1;"26-50";40109
51;2014;1;"51-75";84442
51;2014;1;">75";38365
51;2014;2;"0-11";185
51;2014;2;"12-18";480
51;2014;2;"19-25";2799
51;2014;2;"26-50";55425
51;2014;2;"51-75";138601
51;2014;2;">75";96088
51;2014;9;">75";314
52;2014;1;"0-11";124
52;2014;1;"12-18";176
52;2014;1;"19-25";1204
52;2014;1;"26-50";23492
52;2014;1;"51-75";46061
52;2014;1;">75";20839
52;2014;2;"0-11";118
52;2014;2;"12-18";265
52;2014;2;"19-25";1614
52;2014;2;"26-50";31492
52;2014;2;"51-75";70845
52;2014;2;">75";50095
52;2014;9;">75";93
53;2014;1;"0-11";18
53;2014;1;"12-18";36
53;2014;1;"19-25";204
53;2014;1;"26-50";4138
53;2014;1;"51-75";8231
53;2014;1;">75";4054
53;2014;2;"0-11";19
53;2014;2;"12-18";41
53;2014;2;"19-25";270
53;2014;2;"26-50";5581
53;2014;2;"51-75";12799
53;2014;2;">75";10093
53;2014;9;">75";9
1;2015;1;"0-11";142
1;2015;1;"12-18";208
1;2015;1;"19-25";1352
1;2015;1;"26-50";30027
1;2015;1;"51-75";62904
1;2015;1;">75";30876
1;2015;2;"0-11";112
1;2015;2;"12-18";274
1;2015;2;"19-25";1900
1;2015;2;"26-50";40515
1;2015;2;"51-75";100542
1;2015;2;">75";72994
1;2015;9;">75";73
2;2015;1;"0-11";187
2;2015;1;"12-18";265
2;2015;1;"19-25";1678
2;2015;1;"26-50";37977
2;2015;1;"51-75";81320
2;2015;1;">75";39834
2;2015;2;"0-11";172
2;2015;2;"12-18";350
2;2015;2;"19-25";2480
2;2015;2;"26-50";52363
2;2015;2;"51-75";134047
2;2015;2;">75";100676
2;2015;9;">75";245
3;2015;1;"0-11";203
3;2015;1;"12-18";257
3;2015;1;"19-25";1644
3;2015;1;"26-50";36388
3;2015;1;"51-75";76459
3;2015;1;">75";36302
3;2015;2;"0-11";168
3;2015;2;"12-18";389
3;2015;2;"19-25";2284
3;2015;2;"26-50";50095
3;2015;2;"51-75";125940
3;2015;2;">75";91702
3;2015;9;">75";308
4;2015;1;"0-11";176
4;2015;1;"12-18";247
4;2015;1;"19-25";1563
4;2015;1;"26-50";33663
4;2015;1;"51-75";69254
4;2015;1;">75";32812
4;2015;2;"0-11";178
4;2015;2;"12-18";334
4;2015;2;"19-25";2275
4;2015;2;"26-50";46567
4;2015;2;"51-75";112657
4;2015;2;">75";80218
4;2015;9;">75";240
5;2015;1;"0-11";198
5;2015;1;"12-18";236
5;2015;1;"19-25";1613
5;2015;1;"26-50";35833
5;2015;1;"51-75";72689
5;2015;1;">75";33517
5;2015;2;"0-11";200
5;2015;2;"12-18";348
5;2015;2;"19-25";2328
5;2015;2;"26-50";48469
5;2015;2;"51-75";116451
5;2015;2;">75";81222
5;2015;9;">75";43
6;2015;1;"0-11";191
6;2015;1;"12-18";246
6;2015;1;"19-25";1606
6;2015;1;"26-50";34947
6;2015;1;"51-75";74121
6;2015;1;">75";35374
6;2015;2;"0-11";128
6;2015;2;"12-18";301
6;2015;2;"19-25";2203
6;2015;2;"26-50";47895
6;2015;2;"51-75";121332
6;2015;2;">75";88565
6;2015;9;">75";158
7;2015;1;"0-11";169
7;2015;1;"12-18";193
7;2015;1;"19-25";1615
7;2015;1;"26-50";34677
7;2015;1;"51-75";71947
7;2015;1;">75";34479
7;2015;2;"0-11";144
7;2015;2;"12-18";305
7;2015;2;"19-25";2240
7;2015;2;"26-50";46192
7;2015;2;"51-75";117482
7;2015;2;">75";85656
7;2015;9;">75";259
8;2015;1;"0-11";160
8;2015;1;"12-18";188
8;2015;1;"19-25";1560
8;2015;1;"26-50";32743
8;2015;1;"51-75";68646
8;2015;1;">75";32726
8;2015;2;"0-11";134
8;2015;2;"12-18";285
8;2015;2;"19-25";2239
8;2015;2;"26-50";44392
8;2015;2;"51-75";110912
8;2015;2;">75";80303
8;2015;9;">75";195
9;2015;1;"0-11";157
9;2015;1;"12-18";190
9;2015;1;"19-25";1593
9;2015;1;"26-50";34402
9;2015;1;"51-75";72987
9;2015;1;">75";34167
9;2015;2;"0-11";145
9;2015;2;"12-18";299
9;2015;2;"19-25";2209
9;2015;2;"26-50";46673
9;2015;2;"51-75";116317
9;2015;2;">75";83115
9;2015;9;">75";58
10;2015;1;"0-11";179
10;2015;1;"12-18";236
10;2015;1;"19-25";1541
10;2015;1;"26-50";34339
10;2015;1;"51-75";73746
10;2015;1;">75";35377
10;2015;2;"0-11";144
10;2015;2;"12-18";344
10;2015;2;"19-25";2229
10;2015;2;"26-50";47154
10;2015;2;"51-75";119628
10;2015;2;">75";88514
10;2015;9;">75";187
11;2015;1;"0-11";156
11;2015;1;"12-18";221
11;2015;1;"19-25";1488
11;2015;1;"26-50";34322
11;2015;1;"51-75";71493
11;2015;1;">75";34160
11;2015;2;"0-11";122
11;2015;2;"12-18";341
11;2015;2;"19-25";2170
11;2015;2;"26-50";47350
11;2015;2;"51-75";118869
11;2015;2;">75";86393
11;2015;9;">75";256
12;2015;1;"0-11";144
12;2015;1;"12-18";205
12;2015;1;"19-25";1560
12;2015;1;"26-50";33015
12;2015;1;"51-75";68110
12;2015;1;">75";32518
12;2015;2;"0-11";128
12;2015;2;"12-18";347
12;2015;2;"19-25";2357
12;2015;2;"26-50";46112
12;2015;2;"51-75";112238
12;2015;2;">75";80249
12;2015;9;">75";338
13;2015;1;"0-11";151
13;2015;1;"12-18";242
13;2015;1;"19-25";1585
13;2015;1;"26-50";34471
13;2015;1;"51-75";70954
13;2015;1;">75";32589
13;2015;2;"0-11";130
13;2015;2;"12-18";344
13;2015;2;"19-25";2430
13;2015;2;"26-50";47332
13;2015;2;"51-75";114701
13;2015;2;">75";80404
13;2015;9;">75";417
14;2015;1;"0-11";143
14;2015;1;"12-18";164
14;2015;1;"19-25";1448
14;2015;1;"26-50";30331
14;2015;1;"51-75";64706
14;2015;1;">75";30400
14;2015;2;"0-11";114
14;2015;2;"12-18";318
14;2015;2;"19-25";2007
14;2015;2;"26-50";41630
14;2015;2;"51-75";104635
14;2015;2;">75";74517
14;2015;9;">75";467
15;2015;1;"0-11";149
15;2015;1;"12-18";214
15;2015;1;"19-25";1539
15;2015;1;"26-50";34728
15;2015;1;"51-75";75144
15;2015;1;">75";36028
15;2015;2;"0-11";136
15;2015;2;"12-18";309
15;2015;2;"19-25";2235
15;2015;2;"26-50";47908
15;2015;2;"51-75";123638
15;2015;2;">75";90805
15;2015;9;">75";617
16;2015;1;"0-11";113
16;2015;1;"12-18";223
16;2015;1;"19-25";1536
16;2015;1;"26-50";32594
16;2015;1;"51-75";69241
16;2015;1;">75";32399
16;2015;2;"0-11";122
16;2015;2;"12-18";276
16;2015;2;"19-25";2131
16;2015;2;"26-50";45005
16;2015;2;"51-75";114409
16;2015;2;">75";82107
16;2015;9;">75";631
17;2015;1;"0-11";154
17;2015;1;"12-18";201
17;2015;1;"19-25";1499
17;2015;1;"26-50";33671
17;2015;1;"51-75";71812
17;2015;1;">75";34272
17;2015;2;"0-11";123
17;2015;2;"12-18";289
17;2015;2;"19-25";2167
17;2015;2;"26-50";45445
17;2015;2;"51-75";116747
17;2015;2;">75";84019
17;2015;9;">75";336
18;2015;1;"0-11";104
18;2015;1;"12-18";171
18;2015;1;"19-25";1416
18;2015;1;"26-50";30242
18;2015;1;"51-75";66310
18;2015;1;">75";31385
18;2015;2;"0-11";93
18;2015;2;"12-18";270
18;2015;2;"19-25";1946
18;2015;2;"26-50";41645
18;2015;2;"51-75";106322
18;2015;2;">75";76480
18;2015;9;">75";2
19;2015;1;"0-11";127
19;2015;1;"12-18";209
19;2015;1;"19-25";1409
19;2015;1;"26-50";31931
19;2015;1;"51-75";69527
19;2015;1;">75";33428
19;2015;2;"0-11";106
19;2015;2;"12-18";298
19;2015;2;"19-25";2015
19;2015;2;"26-50";44099
19;2015;2;"51-75";115702
19;2015;2;">75";84692
19;2015;9;">75";5
20;2015;1;"0-11";90
20;2015;1;"12-18";218
20;2015;1;"19-25";1421
20;2015;1;"26-50";29748
20;2015;1;"51-75";62661
20;2015;1;">75";30136
20;2015;2;"0-11";87
20;2015;2;"12-18";271
20;2015;2;"19-25";1961
20;2015;2;"26-50";41003
20;2015;2;"51-75";101893
20;2015;2;">75";74512
20;2015;9;">75";4
21;2015;1;"0-11";122
21;2015;1;"12-18";224
21;2015;1;"19-25";1425
21;2015;1;"26-50";30725
21;2015;1;"51-75";65055
21;2015;1;">75";30100
21;2015;2;"0-11";103
21;2015;2;"12-18";287
21;2015;2;"19-25";1984
21;2015;2;"26-50";41878
21;2015;2;"51-75";105532
21;2015;2;">75";76010
21;2015;9;">75";3
22;2015;1;"0-11";148
22;2015;1;"12-18";238
22;2015;1;"19-25";1655
22;2015;1;"26-50";35317
22;2015;1;"51-75";75743
22;2015;1;">75";35125
22;2015;2;"0-11";109
22;2015;2;"12-18";360
22;2015;2;"19-25";2346
22;2015;2;"26-50";49209
22;2015;2;"51-75";123931
22;2015;2;">75";87124
22;2015;9;">75";18
23;2015;1;"0-11";125
23;2015;1;"12-18";194
23;2015;1;"19-25";1487
23;2015;1;"26-50";32713
23;2015;1;"51-75";70215
23;2015;1;">75";33275
23;2015;2;"0-11";126
23;2015;2;"12-18";292
23;2015;2;"19-25";2098
23;2015;2;"26-50";45351
23;2015;2;"51-75";116832
23;2015;2;">75";84347
23;2015;9;">75";42
24;2015;1;"0-11";151
24;2015;1;"12-18";217
24;2015;1;"19-25";1551
24;2015;1;"26-50";32689
24;2015;1;"51-75";68279
24;2015;1;">75";32007
24;2015;2;"0-11";125
24;2015;2;"12-18";334
24;2015;2;"19-25";2108
24;2015;2;"26-50";44981
24;2015;2;"51-75";113601
24;2015;2;">75";80445
24;2015;9;">75";91
25;2015;1;"0-11";153
25;2015;1;"12-18";192
25;2015;1;"19-25";1481
25;2015;1;"26-50";32663
25;2015;1;"51-75";68071
25;2015;1;">75";31545
25;2015;2;"0-11";119
25;2015;2;"12-18";296
25;2015;2;"19-25";2147
25;2015;2;"26-50";44322
25;2015;2;"51-75";111628
25;2015;2;">75";80736
25;2015;9;">75";86
26;2015;1;"0-11";156
26;2015;1;"12-18";216
26;2015;1;"19-25";1521
26;2015;1;"26-50";33449
26;2015;1;"51-75";70690
26;2015;1;">75";32584
26;2015;2;"0-11";138
26;2015;2;"12-18";250
26;2015;2;"19-25";2055
26;2015;2;"26-50";45037
26;2015;2;"51-75";115231
26;2015;2;">75";80998
26;2015;9;">75";38
27;2015;1;"0-11";163
27;2015;1;"12-18";208
27;2015;1;"19-25";1511
27;2015;1;"26-50";32582
27;2015;1;"51-75";71061
27;2015;1;">75";33498
27;2015;2;"0-11";152
27;2015;2;"12-18";265
27;2015;2;"19-25";1933
27;2015;2;"26-50";44639
27;2015;2;"51-75";118085
27;2015;2;">75";84283
27;2015;9;">75";15
28;2015;1;"0-11";143
28;2015;1;"12-18";163
28;2015;1;"19-25";1188
28;2015;1;"26-50";26834
28;2015;1;"51-75";57179
28;2015;1;">75";26703
28;2015;2;"0-11";116
28;2015;2;"12-18";247
28;2015;2;"19-25";1614
28;2015;2;"26-50";36711
28;2015;2;"51-75";95517
28;2015;2;">75";68356
28;2015;9;">75";14
29;2015;1;"0-11";132
29;2015;1;"12-18";175
29;2015;1;"19-25";1527
29;2015;1;"26-50";32468
29;2015;1;"51-75";69772
29;2015;1;">75";33266
29;2015;2;"0-11";97
29;2015;2;"12-18";282
29;2015;2;"19-25";1989
29;2015;2;"26-50";44407
29;2015;2;"51-75";115051
29;2015;2;">75";84435
29;2015;9;">75";36
30;2015;1;"0-11";138
30;2015;1;"12-18";200
30;2015;1;"19-25";1474
30;2015;1;"26-50";31826
30;2015;1;"51-75";68031
30;2015;1;">75";31749
30;2015;2;"0-11";119
30;2015;2;"12-18";262
30;2015;2;"19-25";2032
30;2015;2;"26-50";43836
30;2015;2;"51-75";112397
30;2015;2;">75";80477
30;2015;9;">75";40
31;2015;1;"0-11";119
31;2015;1;"12-18";181
31;2015;1;"19-25";1401
31;2015;1;"26-50";30183
31;2015;1;"51-75";64806
31;2015;1;">75";30438
31;2015;2;"0-11";91
31;2015;2;"12-18";246
31;2015;2;"19-25";1926
31;2015;2;"26-50";41841
31;2015;2;"51-75";106520
31;2015;2;">75";76688
31;2015;9;">75";3
32;2015;1;"0-11";87
32;2015;1;"12-18";154
32;2015;1;"19-25";1293
32;2015;1;"26-50";26756
32;2015;1;"51-75";57510
32;2015;1;">75";28473
32;2015;2;"0-11";92
32;2015;2;"12-18";196
32;2015;2;"19-25";1728
32;2015;2;"26-50";36265
32;2015;2;"51-75";96334
32;2015;2;">75";71193
32;2015;9;">75";1
33;2015;1;"0-11";86
33;2015;1;"12-18";155
33;2015;1;"19-25";1220
33;2015;1;"26-50";26302
33;2015;1;"51-75";56189
33;2015;1;">75";26783
33;2015;2;"0-11";75
33;2015;2;"12-18";230
33;2015;2;"19-25";1698
33;2015;2;"26-50";35953
33;2015;2;"51-75";92245
33;2015;2;">75";67709
34;2015;1;"0-11";126
34;2015;1;"12-18";195
34;2015;1;"19-25";1403
34;2015;1;"26-50";29701
34;2015;1;"51-75";62958
34;2015;1;">75";30382
34;2015;2;"0-11";86
34;2015;2;"12-18";272
34;2015;2;"19-25";1962
34;2015;2;"26-50";39965
34;2015;2;"51-75";104057
34;2015;2;">75";76196
35;2015;1;"0-11";208
35;2015;1;"12-18";205
35;2015;1;"19-25";1534
35;2015;1;"26-50";33710
35;2015;1;"51-75";70447
35;2015;1;">75";32251
35;2015;2;"0-11";171
35;2015;2;"12-18";283
35;2015;2;"19-25";2095
35;2015;2;"26-50";46556
35;2015;2;"51-75";115075
35;2015;2;">75";80840
36;2015;1;"0-11";243
36;2015;1;"12-18";253
36;2015;1;"19-25";1566
36;2015;1;"26-50";33745
36;2015;1;"51-75";71166
36;2015;1;">75";32958
36;2015;2;"0-11";164
36;2015;2;"12-18";326
36;2015;2;"19-25";2290
36;2015;2;"26-50";47860
36;2015;2;"51-75";120425
36;2015;2;">75";83311
36;2015;9;">75";1
37;2015;1;"0-11";238
37;2015;1;"12-18";260
37;2015;1;"19-25";1543
37;2015;1;"26-50";33058
37;2015;1;"51-75";67811
37;2015;1;">75";30427
37;2015;2;"0-11";217
37;2015;2;"12-18";352
37;2015;2;"19-25";2190
37;2015;2;"26-50";46386
37;2015;2;"51-75";113134
37;2015;2;">75";78178
38;2015;1;"0-11";228
38;2015;1;"12-18";275
38;2015;1;"19-25";1565
38;2015;1;"26-50";33521
38;2015;1;"51-75";68941
38;2015;1;">75";31866
38;2015;2;"0-11";186
38;2015;2;"12-18";355
38;2015;2;"19-25";2248
38;2015;2;"26-50";46435
38;2015;2;"51-75";114452
38;2015;2;">75";79852
39;2015;1;"0-11";216
39;2015;1;"12-18";257
39;2015;1;"19-25";1594
39;2015;1;"26-50";34693
39;2015;1;"51-75";70320
39;2015;1;">75";32062
39;2015;2;"0-11";164
39;2015;2;"12-18";337
39;2015;2;"19-25";2212
39;2015;2;"26-50";47645
39;2015;2;"51-75";116238
39;2015;2;">75";80535
40;2015;1;"0-11";226
40;2015;1;"12-18";237
40;2015;1;"19-25";1555
40;2015;1;"26-50";33400
40;2015;1;"51-75";70787
40;2015;1;">75";31594
40;2015;2;"0-11";181
40;2015;2;"12-18";334
40;2015;2;"19-25";2151
40;2015;2;"26-50";46214
40;2015;2;"51-75";115832
40;2015;2;">75";79126
41;2015;1;"0-11";193
41;2015;1;"12-18";232
41;2015;1;"19-25";1563
41;2015;1;"26-50";33784
41;2015;1;"51-75";70493
41;2015;1;">75";31905
41;2015;2;"0-11";168
41;2015;2;"12-18";352
41;2015;2;"19-25";2183
41;2015;2;"26-50";46532
41;2015;2;"51-75";117019
41;2015;2;">75";80235
41;2015;9;">75";2
42;2015;1;"0-11";167
42;2015;1;"12-18";249
42;2015;1;"19-25";1537
42;2015;1;"26-50";33298
42;2015;1;"51-75";70027
42;2015;1;">75";31885
42;2015;2;"0-11";153
42;2015;2;"12-18";332
42;2015;2;"19-25";2189
42;2015;2;"26-50";45696
42;2015;2;"51-75";115021
42;2015;2;">75";80048
42;2015;9;">75";1
43;2015;1;"0-11";160
43;2015;1;"12-18";206
43;2015;1;"19-25";1461
43;2015;1;"26-50";32165
43;2015;1;"51-75";66476
43;2015;1;">75";30872
43;2015;2;"0-11";122
43;2015;2;"12-18";294
43;2015;2;"19-25";2171
43;2015;2;"26-50";43005
43;2015;2;"51-75";107446
43;2015;2;">75";76914
44;2015;1;"0-11";163
44;2015;1;"12-18";253
44;2015;1;"19-25";1617
44;2015;1;"26-50";33768
44;2015;1;"51-75";70200
44;2015;1;">75";30820
44;2015;2;"0-11";130
44;2015;2;"12-18";337
44;2015;2;"19-25";2199
44;2015;2;"26-50";46590
44;2015;2;"51-75";112933
44;2015;2;">75";77293
45;2015;1;"0-11";156
45;2015;1;"12-18";256
45;2015;1;"19-25";1448
45;2015;1;"26-50";30100
45;2015;1;"51-75";62664
45;2015;1;">75";28027
45;2015;2;"0-11";115
45;2015;2;"12-18";340
45;2015;2;"19-25";2004
45;2015;2;"26-50";41739
45;2015;2;"51-75";104240
45;2015;2;">75";71634
46;2015;1;"0-11";184
46;2015;1;"12-18";296
46;2015;1;"19-25";1744
46;2015;1;"26-50";35245
46;2015;1;"51-75";71743
46;2015;1;">75";32593
46;2015;2;"0-11";142
46;2015;2;"12-18";416
46;2015;2;"19-25";2546
46;2015;2;"26-50";48672
46;2015;2;"51-75";118156
